ID_MAGASIN;ID_FAMILLE_PRODUIT;ID_TEMPS;VENTES_OBJECTIF;VENTES_REEL;CA_OBJECTIF;CA_REEL;MARGE_OBJECTIF;MARGE_REEL;DATE_MAJ;DATE_SAVE
13;2;201511;998;795;933.0;7289.14;81.0;90.0;22-03-2016;22-03-2016
13;3;201511;74;915;3455.0;2760.84;9.0;33.0;22-03-2016;22-03-2016
14;1;201511;986;282;8348.0;2931.5;57.0;80.0;22-03-2016;22-03-2016
14;2;201511;570;917;2540.0;1771.71;21.0;98.0;22-03-2016;22-03-2016
14;3;201511;512;959;5842.0;4424.03;51.0;47.0;22-03-2016;22-03-2016
26;1;201511;932;213;8738.0;238.62;61.0;91.0;22-03-2016;22-03-2016
26;2;201511;84;428;1758.0;6090.84;9.0;66.0;22-03-2016;22-03-2016
26;3;201511;240;439;9865.0;8392.11;42.0;48.0;22-03-2016;22-03-2016
27;1;201511;135;27;8242.0;4727.91;40.0;65.0;22-03-2016;22-03-2016
27;2;201511;841;940;3482.0;9246.59;14.0;69.0;22-03-2016;22-03-2016
27;3;201511;27;65;8621.0;7040.43;2.0;83.0;22-03-2016;22-03-2016
28;1;201511;206;99;4629.0;2111.82;39.0;95.0;22-03-2016;22-03-2016
28;2;201511;766;635;5061.0;7032.1;80.0;48.0;22-03-2016;22-03-2016
28;3;201511;765;343;5387.0;4405.45;24.0;35.0;22-03-2016;22-03-2016
29;1;201511;106;416;844.0;3631.12;27.0;70.0;22-03-2016;22-03-2016
29;2;201511;11;928;6479.0;1751.18;31.0;22.0;22-03-2016;22-03-2016
29;3;201511;970;574;497.0;1572.18;28.0;93.0;22-03-2016;22-03-2016
30;1;201511;579;823;2974.0;6750.72;78.0;41.0;22-03-2016;22-03-2016
30;2;201511;622;718;965.0;1502.26;54.0;83.0;22-03-2016;22-03-2016
30;3;201511;724;619;898.0;5303.39;90.0;65.0;22-03-2016;22-03-2016
31;1;201511;513;916;1232.0;9485.87;64.0;89.0;22-03-2016;22-03-2016
31;2;201511;408;638;311.0;6291.6;98.0;50.0;22-03-2016;22-03-2016
31;3;201511;492;250;6574.0;8943.2;21.0;31.0;22-03-2016;22-03-2016
38;1;201511;691;529;5709.0;6953.22;84.0;66.0;22-03-2016;22-03-2016
38;2;201511;133;555;3942.0;3521.01;88.0;26.0;22-03-2016;22-03-2016
38;3;201511;36;261;282.0;9743.44;19.0;40.0;22-03-2016;22-03-2016
39;1;201511;302;3;8184.0;7398.76;78.0;17.0;22-03-2016;22-03-2016
39;2;201511;599;867;8947.0;8741.37;1.0;75.0;22-03-2016;22-03-2016
39;3;201511;146;78;1266.0;5973.46;69.0;38.0;22-03-2016;22-03-2016
40;1;201511;175;884;8783.0;9892.51;18.0;49.0;22-03-2016;22-03-2016
40;2;201511;819;270;4455.0;2577.52;42.0;77.0;22-03-2016;22-03-2016
40;3;201511;668;570;323.0;3504.71;37.0;36.0;22-03-2016;22-03-2016
41;1;201511;997;850;4431.0;6429.69;59.0;59.0;22-03-2016;22-03-2016
41;2;201511;688;144;2666.0;4714.67;71.0;48.0;22-03-2016;22-03-2016
41;3;201511;775;583;9535.0;7806.69;63.0;3.0;22-03-2016;22-03-2016
42;1;201511;110;851;2318.0;1210.86;13.0;39.0;22-03-2016;22-03-2016
42;2;201511;991;890;4738.0;5643.92;100.0;67.0;22-03-2016;22-03-2016
42;3;201511;262;346;8296.0;8004.93;96.0;29.0;22-03-2016;22-03-2016
43;1;201511;901;787;1228.0;3536.88;69.0;2.0;22-03-2016;22-03-2016
43;2;201511;858;82;8406.0;5371.82;89.0;56.0;22-03-2016;22-03-2016
43;3;201511;966;466;2418.0;5856.73;63.0;55.0;22-03-2016;22-03-2016
35;1;201511;620;281;1842.0;3965.83;11.0;68.0;22-03-2016;22-03-2016
35;2;201511;309;498;8969.0;5032.18;28.0;40.0;22-03-2016;22-03-2016
35;3;201511;749;9;8221.0;5763.08;19.0;76.0;22-03-2016;22-03-2016
36;1;201511;773;9;2363.0;4848.55;28.0;62.0;22-03-2016;22-03-2016
36;2;201511;654;380;100.0;9836.54;14.0;2.0;22-03-2016;22-03-2016
36;3;201511;143;20;9682.0;6152.77;86.0;2.0;22-03-2016;22-03-2016
37;1;201511;427;239;1819.0;6212.68;84.0;3.0;22-03-2016;22-03-2016
37;2;201511;75;448;1505.0;8400.88;85.0;54.0;22-03-2016;22-03-2016
37;3;201511;750;284;7437.0;58.01;63.0;17.0;22-03-2016;22-03-2016
19;1;201511;413;109;7354.0;7204.19;70.0;74.0;22-03-2016;22-03-2016
19;2;201511;775;361;8345.0;3299.76;5.0;74.0;22-03-2016;22-03-2016
19;3;201511;366;810;4497.0;9690.38;65.0;93.0;22-03-2016;22-03-2016
45;1;201511;558;218;3022.0;9269.74;19.0;96.0;22-03-2016;22-03-2016
45;2;201511;866;812;5460.0;6678.1;68.0;60.0;22-03-2016;22-03-2016
45;3;201511;124;766;9136.0;1062.61;19.0;70.0;22-03-2016;22-03-2016
46;1;201511;88;78;3474.0;1962.77;2.0;29.0;22-03-2016;22-03-2016
46;2;201511;747;930;6878.0;8310.1;71.0;66.0;22-03-2016;22-03-2016
46;3;201511;752;276;4479.0;4501.18;26.0;41.0;22-03-2016;22-03-2016
47;1;201511;343;148;6179.0;4788.19;10.0;24.0;22-03-2016;22-03-2016
47;2;201511;867;309;4503.0;5966.99;81.0;29.0;22-03-2016;22-03-2016
47;3;201511;496;141;7266.0;3797.99;76.0;32.0;22-03-2016;22-03-2016
48;1;201511;128;52;298.0;8867.66;41.0;14.0;22-03-2016;22-03-2016
48;2;201511;194;384;2338.0;215.04;40.0;43.0;22-03-2016;22-03-2016
48;3;201511;201;354;2967.0;1989.07;64.0;13.0;22-03-2016;22-03-2016
32;1;201511;569;307;6948.0;437.78;81.0;53.0;22-03-2016;22-03-2016
32;2;201511;800;846;2644.0;1188.46;58.0;75.0;22-03-2016;22-03-2016
32;3;201511;768;826;1304.0;1275.37;54.0;87.0;22-03-2016;22-03-2016
33;1;201511;156;98;7934.0;3364.53;64.0;56.0;22-03-2016;22-03-2016
33;2;201511;789;385;7840.0;5744.43;23.0;5.0;22-03-2016;22-03-2016
33;3;201511;376;145;8425.0;1300.88;17.0;38.0;22-03-2016;22-03-2016
34;1;201511;700;11;8195.0;5922.96;22.0;50.0;22-03-2016;22-03-2016
34;2;201511;812;975;3194.0;8460.16;51.0;10.0;22-03-2016;22-03-2016
34;3;201511;754;360;1714.0;7905.44;71.0;70.0;22-03-2016;22-03-2016
44;1;201511;481;808;8467.0;6462.76;78.0;76.0;22-03-2016;22-03-2016
44;2;201511;408;316;3822.0;5900.64;29.0;18.0;22-03-2016;22-03-2016
44;3;201511;241;419;1736.0;8351.16;10.0;78.0;22-03-2016;22-03-2016
15;1;201510;676;273;3630.0;3157.7;55.0;92.0;22-03-2016;22-03-2016
15;2;201510;683;692;8228.0;5340.39;80.0;15.0;22-03-2016;22-03-2016
15;3;201510;659;933;2908.0;3520.76;48.0;25.0;22-03-2016;22-03-2016
16;1;201510;276;800;7828.0;3211.38;32.0;3.0;22-03-2016;22-03-2016
16;2;201510;842;491;2938.0;3400.99;88.0;76.0;22-03-2016;22-03-2016
16;3;201510;198;624;6824.0;2803.36;54.0;31.0;22-03-2016;22-03-2016
17;1;201510;970;221;4994.0;815.08;54.0;7.0;22-03-2016;22-03-2016
17;2;201510;295;845;7003.0;6632.61;63.0;28.0;22-03-2016;22-03-2016
17;3;201510;168;385;6765.0;7527.09;6.0;83.0;22-03-2016;22-03-2016
18;1;201510;261;17;8664.0;4450.22;32.0;23.0;22-03-2016;22-03-2016
18;2;201510;225;716;8140.0;2602.94;100.0;69.0;22-03-2016;22-03-2016
18;3;201510;410;890;893.0;2114.14;61.0;68.0;22-03-2016;22-03-2016
7;1;201510;7;649;580.0;4424.21;38.0;91.0;22-03-2016;22-03-2016
7;2;201510;521;842;753.0;8405.51;39.0;19.0;22-03-2016;22-03-2016
7;3;201510;292;211;1429.0;5757.56;96.0;96.0;22-03-2016;22-03-2016
8;1;201510;218;387;1625.0;6572.51;25.0;38.0;22-03-2016;22-03-2016
8;2;201510;2;781;2342.0;4391.78;28.0;53.0;22-03-2016;22-03-2016
8;3;201510;558;443;562.0;8003.14;48.0;99.0;22-03-2016;22-03-2016
9;1;201510;301;321;7619.0;4474.34;32.0;1.0;22-03-2016;22-03-2016
9;2;201510;769;814;4500.0;4472.33;0.0;36.0;22-03-2016;22-03-2016
9;3;201510;401;952;1724.0;7523.99;21.0;100.0;22-03-2016;22-03-2016
10;1;201510;583;756;2662.0;993.46;58.0;68.0;22-03-2016;22-03-2016
10;2;201510;219;806;6071.0;3622.43;83.0;34.0;22-03-2016;22-03-2016
10;3;201510;532;404;2288.0;6198.54;16.0;66.0;22-03-2016;22-03-2016
11;1;201510;895;800;4183.0;1976.38;43.0;78.0;22-03-2016;22-03-2016
11;2;201510;599;665;7822.0;9578.17;94.0;12.0;22-03-2016;22-03-2016
11;3;201510;427;128;4095.0;377.87;71.0;33.0;22-03-2016;22-03-2016
12;1;201510;106;940;1211.0;835.66;11.0;48.0;22-03-2016;22-03-2016
12;2;201510;357;918;876.0;2800.6;37.0;6.0;22-03-2016;22-03-2016
12;3;201510;454;275;400.0;283.66;70.0;79.0;22-03-2016;22-03-2016
25;1;201510;169;490;6851.0;8716.57;35.0;87.0;22-03-2016;22-03-2016
25;2;201510;389;591;6155.0;8613.72;1.0;7.0;22-03-2016;22-03-2016
25;3;201510;547;23;8584.0;1002.35;42.0;36.0;22-03-2016;22-03-2016
1;1;201510;176;271;8127.0;3203.26;68.0;87.0;22-03-2016;22-03-2016
1;2;201510;48;149;3830.0;117.51;14.0;90.0;22-03-2016;22-03-2016
1;3;201510;901;642;199.0;6748.58;45.0;52.0;22-03-2016;22-03-2016
2;1;201510;832;638;5936.0;5755.17;41.0;28.0;22-03-2016;22-03-2016
2;2;201510;667;78;2080.0;2650.12;34.0;59.0;22-03-2016;22-03-2016
2;3;201510;715;187;1067.0;2745.52;44.0;36.0;22-03-2016;22-03-2016
3;1;201510;299;581;6463.0;3926.7;13.0;9.0;22-03-2016;22-03-2016
3;2;201510;379;867;5964.0;2333.42;27.0;72.0;22-03-2016;22-03-2016
3;3;201510;494;161;4305.0;3800.73;25.0;28.0;22-03-2016;22-03-2016
20;1;201510;676;60;1998.0;406.95;53.0;52.0;22-03-2016;22-03-2016
20;2;201510;501;99;8312.0;9641.21;8.0;34.0;22-03-2016;22-03-2016
20;3;201510;918;668;652.0;5234.54;26.0;56.0;22-03-2016;22-03-2016
21;1;201510;784;884;6381.0;9336.75;9.0;15.0;22-03-2016;22-03-2016
21;2;201510;975;607;7214.0;4933.49;71.0;11.0;22-03-2016;22-03-2016
21;3;201510;305;962;3072.0;7386.07;62.0;58.0;22-03-2016;22-03-2016
22;1;201510;487;805;5209.0;4620.86;96.0;13.0;22-03-2016;22-03-2016
22;2;201510;932;709;7256.0;5160.64;4.0;48.0;22-03-2016;22-03-2016
22;3;201510;777;370;2527.0;2173.19;32.0;89.0;22-03-2016;22-03-2016
23;1;201510;695;321;3369.0;4660.95;37.0;99.0;22-03-2016;22-03-2016
23;2;201510;83;685;1441.0;1198.48;67.0;43.0;22-03-2016;22-03-2016
23;3;201510;856;142;2865.0;2270.57;9.0;9.0;22-03-2016;22-03-2016
24;1;201510;159;466;4881.0;4995.69;14.0;17.0;22-03-2016;22-03-2016
24;2;201510;879;852;8612.0;2810.74;84.0;78.0;22-03-2016;22-03-2016
24;3;201510;462;409;7735.0;9254.92;86.0;1.0;22-03-2016;22-03-2016
4;1;201510;938;668;9020.0;7423.92;9.0;42.0;22-03-2016;22-03-2016
4;2;201510;646;962;2537.0;4099.04;71.0;80.0;22-03-2016;22-03-2016
4;3;201510;694;437;3820.0;2365.91;49.0;26.0;22-03-2016;22-03-2016
5;1;201510;4;212;61.0;2206.68;77.0;18.0;22-03-2016;22-03-2016
5;2;201510;2;212;4326.0;5800.75;84.0;17.0;22-03-2016;22-03-2016
5;3;201510;320;879;6363.0;5551.65;83.0;63.0;22-03-2016;22-03-2016
6;1;201510;678;691;3596.0;8056.48;66.0;24.0;22-03-2016;22-03-2016
6;2;201510;229;229;6052.0;5551.55;3.0;16.0;22-03-2016;22-03-2016
6;3;201510;575;151;8033.0;1804.9;47.0;94.0;22-03-2016;22-03-2016
13;1;201510;227;698;8878.0;1433.77;11.0;20.0;22-03-2016;22-03-2016
13;2;201510;501;922;9170.0;6898.01;3.0;19.0;22-03-2016;22-03-2016
13;3;201510;534;123;3932.0;8797.77;22.0;88.0;22-03-2016;22-03-2016
14;1;201510;572;489;6370.0;2299.33;82.0;33.0;22-03-2016;22-03-2016
14;2;201510;541;794;2013.0;7637.7;4.0;49.0;22-03-2016;22-03-2016
14;3;201510;951;621;9786.0;4448.13;59.0;92.0;22-03-2016;22-03-2016
26;1;201510;212;806;4925.0;5242.26;14.0;41.0;22-03-2016;22-03-2016
26;2;201510;955;363;7279.0;6103.71;100.0;26.0;22-03-2016;22-03-2016
26;3;201510;384;872;4673.0;1279.18;58.0;17.0;22-03-2016;22-03-2016
27;1;201510;227;264;1196.0;5607.03;3.0;24.0;22-03-2016;22-03-2016
27;2;201510;992;862;1544.0;3575.35;18.0;12.0;22-03-2016;22-03-2016
27;3;201510;266;305;2049.0;7372.66;21.0;36.0;22-03-2016;22-03-2016
28;1;201510;119;146;6635.0;6413.85;35.0;2.0;22-03-2016;22-03-2016
28;2;201510;991;656;9883.0;4991.03;94.0;21.0;22-03-2016;22-03-2016
28;3;201510;730;851;4682.0;7353.74;50.0;14.0;22-03-2016;22-03-2016
29;1;201510;22;914;9730.0;7696.04;61.0;85.0;22-03-2016;22-03-2016
29;2;201510;422;943;5370.0;8037.9;92.0;30.0;22-03-2016;22-03-2016
29;3;201510;75;263;7143.0;6686.59;48.0;11.0;22-03-2016;22-03-2016
30;1;201510;578;552;4470.0;5863.22;18.0;26.0;22-03-2016;22-03-2016
30;2;201510;567;412;7606.0;4425.17;79.0;38.0;22-03-2016;22-03-2016
30;3;201510;844;803;7650.0;2634.35;17.0;67.0;22-03-2016;22-03-2016
31;1;201510;91;134;6290.0;3574.68;83.0;24.0;22-03-2016;22-03-2016
31;2;201510;341;125;2447.0;2137.11;5.0;5.0;22-03-2016;22-03-2016
31;3;201510;132;256;809.0;2086.16;41.0;97.0;22-03-2016;22-03-2016
38;1;201510;624;734;6344.0;1637.57;94.0;89.0;22-03-2016;22-03-2016
38;2;201510;660;202;5282.0;346.33;15.0;5.0;22-03-2016;22-03-2016
38;3;201510;32;667;4641.0;3108.44;55.0;98.0;22-03-2016;22-03-2016
39;1;201510;10;773;7947.0;4322.12;1.0;80.0;22-03-2016;22-03-2016
39;2;201510;68;935;7956.0;2006.45;72.0;33.0;22-03-2016;22-03-2016
39;3;201510;958;777;704.0;5518.42;61.0;94.0;22-03-2016;22-03-2016
40;1;201510;17;253;4638.0;5139.27;55.0;66.0;22-03-2016;22-03-2016
40;2;201510;906;503;7232.0;7601.32;10.0;68.0;22-03-2016;22-03-2016
40;3;201510;174;839;47.0;3758.55;26.0;33.0;22-03-2016;22-03-2016
41;1;201510;603;578;8422.0;9336.71;1.0;35.0;22-03-2016;22-03-2016
41;2;201510;920;60;5988.0;9384.59;89.0;66.0;22-03-2016;22-03-2016
41;3;201510;994;742;3902.0;3393.1;71.0;30.0;22-03-2016;22-03-2016
42;1;201510;70;320;3903.0;9581.45;85.0;43.0;22-03-2016;22-03-2016
42;2;201510;535;662;9452.0;1774.14;78.0;84.0;22-03-2016;22-03-2016
42;3;201510;758;409;2514.0;1417.09;66.0;35.0;22-03-2016;22-03-2016
43;1;201510;58;956;7594.0;874.8;6.0;46.0;22-03-2016;22-03-2016
43;2;201510;911;634;154.0;735.01;83.0;25.0;22-03-2016;22-03-2016
43;3;201510;398;484;9449.0;9505.79;33.0;14.0;22-03-2016;22-03-2016
35;1;201510;162;614;9234.0;4311.98;28.0;78.0;22-03-2016;22-03-2016
35;2;201510;894;740;7381.0;9469.09;93.0;75.0;22-03-2016;22-03-2016
35;3;201510;349;719;1772.0;5111.04;23.0;12.0;22-03-2016;22-03-2016
36;1;201510;116;864;3736.0;4880.18;89.0;50.0;22-03-2016;22-03-2016
36;2;201510;470;979;3234.0;4398.75;63.0;17.0;22-03-2016;22-03-2016
36;3;201510;61;95;988.0;6796.07;89.0;90.0;22-03-2016;22-03-2016
37;1;201510;923;257;2182.0;9999.01;63.0;2.0;22-03-2016;22-03-2016
37;2;201510;681;657;2239.0;6933.47;65.0;49.0;22-03-2016;22-03-2016
37;3;201510;740;983;9703.0;4906.92;85.0;87.0;22-03-2016;22-03-2016
19;1;201510;759;396;6575.0;2582.8;87.0;40.0;22-03-2016;22-03-2016
19;2;201510;225;590;1067.0;1426.65;89.0;61.0;22-03-2016;22-03-2016
19;3;201510;935;243;6498.0;4257.06;36.0;80.0;22-03-2016;22-03-2016
45;1;201510;518;37;1641.0;1027.78;69.0;55.0;22-03-2016;22-03-2016
45;2;201510;484;507;699.0;982.41;41.0;93.0;22-03-2016;22-03-2016
45;3;201510;534;637;650.0;7450.74;25.0;34.0;22-03-2016;22-03-2016
46;1;201510;225;219;4984.0;2675.91;24.0;49.0;22-03-2016;22-03-2016
46;2;201510;548;785;9639.0;992.54;74.0;87.0;22-03-2016;22-03-2016
46;3;201510;198;3;6928.0;4843.99;80.0;33.0;22-03-2016;22-03-2016
47;1;201510;596;793;874.0;8994.17;33.0;96.0;22-03-2016;22-03-2016
47;2;201510;499;449;894.0;4338.69;52.0;3.0;22-03-2016;22-03-2016
47;3;201510;611;881;7690.0;2355.46;89.0;79.0;22-03-2016;22-03-2016
48;1;201510;17;832;8602.0;1720.87;53.0;3.0;22-03-2016;22-03-2016
48;2;201510;982;898;7306.0;2254.36;25.0;50.0;22-03-2016;22-03-2016
48;3;201510;608;491;5724.0;4533.48;91.0;61.0;22-03-2016;22-03-2016
32;1;201510;756;233;4754.0;5590.55;37.0;4.0;22-03-2016;22-03-2016
32;2;201510;231;49;5554.0;3784.92;36.0;94.0;22-03-2016;22-03-2016
32;3;201510;419;779;5185.0;2242.73;99.0;61.0;22-03-2016;22-03-2016
33;1;201510;235;238;4606.0;4424.92;47.0;45.0;22-03-2016;22-03-2016
33;2;201510;404;82;2038.0;3530.34;19.0;54.0;22-03-2016;22-03-2016
33;3;201510;630;548;4911.0;9493.93;74.0;62.0;22-03-2016;22-03-2016
34;1;201510;616;706;1996.0;1638.32;59.0;46.0;22-03-2016;22-03-2016
34;2;201510;478;842;7077.0;767.12;91.0;7.0;22-03-2016;22-03-2016
34;3;201510;66;843;6154.0;3975.35;93.0;39.0;22-03-2016;22-03-2016
44;1;201510;520;638;2050.0;1509.71;42.0;17.0;22-03-2016;22-03-2016
44;2;201510;195;790;1038.0;5055.42;60.0;29.0;22-03-2016;22-03-2016
44;3;201510;616;480;4150.0;2101.13;14.0;66.0;22-03-2016;22-03-2016
15;1;201509;705;358;3306.0;946.15;10.0;32.0;22-03-2016;22-03-2016
15;2;201509;505;37;6700.0;5803.22;8.0;97.0;22-03-2016;22-03-2016
15;3;201509;837;85;852.0;9732.4;97.0;66.0;22-03-2016;22-03-2016
16;1;201509;235;760;9949.0;800.25;8.0;99.0;22-03-2016;22-03-2016
16;2;201509;432;627;2751.0;5930.37;98.0;2.0;22-03-2016;22-03-2016
16;3;201509;570;547;5223.0;1411.25;22.0;97.0;22-03-2016;22-03-2016
17;1;201509;281;786;2915.0;9919.19;87.0;94.0;22-03-2016;22-03-2016
17;2;201509;654;260;4753.0;7129.08;85.0;72.0;22-03-2016;22-03-2016
17;3;201509;688;811;4073.0;2298.03;1.0;52.0;22-03-2016;22-03-2016
18;1;201509;577;602;4964.0;3252.15;46.0;40.0;22-03-2016;22-03-2016
18;2;201509;271;996;2852.0;4511.37;54.0;51.0;22-03-2016;22-03-2016
18;3;201509;216;395;2112.0;3811.67;85.0;55.0;22-03-2016;22-03-2016
7;1;201509;955;401;2482.0;7125.85;32.0;28.0;22-03-2016;22-03-2016
7;2;201509;832;892;2373.0;2320.77;62.0;76.0;22-03-2016;22-03-2016
7;3;201509;870;422;6265.0;919.16;63.0;83.0;22-03-2016;22-03-2016
8;1;201509;665;133;9951.0;8631.01;45.0;4.0;22-03-2016;22-03-2016
8;2;201509;960;624;9352.0;9148.84;21.0;72.0;22-03-2016;22-03-2016
8;3;201509;917;16;2878.0;97.46;92.0;18.0;22-03-2016;22-03-2016
9;1;201509;582;834;5050.0;4447.97;11.0;65.0;22-03-2016;22-03-2016
9;2;201509;983;571;7823.0;141.72;63.0;10.0;22-03-2016;22-03-2016
9;3;201509;730;819;7199.0;3700.88;21.0;28.0;22-03-2016;22-03-2016
10;1;201509;805;194;2194.0;33.34;25.0;92.0;22-03-2016;22-03-2016
10;2;201509;31;339;4508.0;6580.2;25.0;38.0;22-03-2016;22-03-2016
10;3;201509;264;36;4017.0;1143.18;41.0;87.0;22-03-2016;22-03-2016
11;1;201509;143;977;7774.0;9422.37;12.0;76.0;22-03-2016;22-03-2016
11;2;201509;404;653;7838.0;2003.6;69.0;50.0;22-03-2016;22-03-2016
11;3;201509;411;283;4466.0;8787.2;100.0;53.0;22-03-2016;22-03-2016
12;1;201509;696;941;6860.0;4514.15;0.0;48.0;22-03-2016;22-03-2016
12;2;201509;563;499;1018.0;7193.83;0.0;6.0;22-03-2016;22-03-2016
12;3;201509;180;894;5111.0;9745.95;79.0;24.0;22-03-2016;22-03-2016
25;1;201509;491;237;4175.0;9857.34;22.0;10.0;22-03-2016;22-03-2016
25;2;201509;900;989;7321.0;2616.09;61.0;15.0;22-03-2016;22-03-2016
25;3;201509;1000;317;8697.0;3269.22;16.0;57.0;22-03-2016;22-03-2016
1;1;201509;970;508;8404.0;3655.27;88.0;24.0;22-03-2016;22-03-2016
1;2;201509;264;800;5343.0;9783.66;60.0;58.0;22-03-2016;22-03-2016
1;3;201509;344;626;5005.0;4550.56;26.0;69.0;22-03-2016;22-03-2016
2;1;201509;511;978;9249.0;6288.01;92.0;66.0;22-03-2016;22-03-2016
2;2;201509;189;279;6993.0;5244.59;21.0;69.0;22-03-2016;22-03-2016
