ID_MAGASIN;ID_FAMILLE_PRODUIT;ID_TEMPS;VENTES_OBJECTIF;VENTES_REEL;CA_OBJECTIF;CA_REEL;MARGE_OBJECTIF;MARGE_REEL;DATE_MAJ;DATE_SAVE
47;2;201510;499;;894;;52;;14-03-2016;14-03-2016
47;3;201510;611;;7690;;89;;14-03-2016;14-03-2016
48;1;201510;17;;8602;;53;;14-03-2016;14-03-2016
48;2;201510;982;;7306;;25;;14-03-2016;14-03-2016
48;3;201510;608;;5724;;91;;14-03-2016;14-03-2016
32;1;201510;756;;4754;;37;;14-03-2016;14-03-2016
32;2;201510;231;;5554;;36;;14-03-2016;14-03-2016
32;3;201510;419;;5185;;99;;14-03-2016;14-03-2016
33;1;201510;235;;4606;;47;;14-03-2016;14-03-2016
33;2;201510;404;;2038;;19;;14-03-2016;14-03-2016
33;3;201510;630;;4911;;74;;14-03-2016;14-03-2016
34;1;201510;616;;1996;;59;;14-03-2016;14-03-2016
34;2;201510;478;;7077;;91;;14-03-2016;14-03-2016
34;3;201510;66;;6154;;93;;14-03-2016;14-03-2016
44;1;201510;520;;2050;;42;;14-03-2016;14-03-2016
44;2;201510;195;;1038;;60;;14-03-2016;14-03-2016
44;3;201510;616;;4150;;14;;14-03-2016;14-03-2016
15;1;201509;705;;3306;;10;;14-03-2016;14-03-2016
15;2;201509;505;;6700;;8;;14-03-2016;14-03-2016
15;3;201509;837;;852;;97;;14-03-2016;14-03-2016
16;1;201509;235;;9949;;8;;14-03-2016;14-03-2016
16;2;201509;432;;2751;;98;;14-03-2016;14-03-2016
16;3;201509;570;;5223;;22;;14-03-2016;14-03-2016
17;1;201509;281;;2915;;87;;14-03-2016;14-03-2016
17;2;201509;654;;4753;;85;;14-03-2016;14-03-2016
17;3;201509;688;;4073;;1;;14-03-2016;14-03-2016
18;1;201509;577;;4964;;46;;14-03-2016;14-03-2016
18;2;201509;271;;2852;;54;;14-03-2016;14-03-2016
18;3;201509;216;;2112;;85;;14-03-2016;14-03-2016
7;1;201509;955;;2482;;32;;14-03-2016;14-03-2016
7;2;201509;832;;2373;;62;;14-03-2016;14-03-2016
7;3;201509;870;;6265;;63;;14-03-2016;14-03-2016
8;1;201509;665;;9951;;45;;14-03-2016;14-03-2016
8;2;201509;960;;9352;;21;;14-03-2016;14-03-2016
8;3;201509;917;;2878;;92;;14-03-2016;14-03-2016
9;1;201509;582;;5050;;11;;14-03-2016;14-03-2016
9;2;201509;983;;7823;;63;;14-03-2016;14-03-2016
9;3;201509;730;;7199;;21;;14-03-2016;14-03-2016
10;1;201509;805;;2194;;25;;14-03-2016;14-03-2016
10;2;201509;31;;4508;;25;;14-03-2016;14-03-2016
10;3;201509;264;;4017;;41;;14-03-2016;14-03-2016
11;1;201509;143;;7774;;12;;14-03-2016;14-03-2016
11;2;201509;404;;7838;;69;;14-03-2016;14-03-2016
11;3;201509;411;;4466;;100;;14-03-2016;14-03-2016
12;1;201509;696;;6860;;0;;14-03-2016;14-03-2016
12;2;201509;563;;1018;;0;;14-03-2016;14-03-2016
12;3;201509;180;;5111;;79;;14-03-2016;14-03-2016
25;1;201509;491;;4175;;22;;14-03-2016;14-03-2016
25;2;201509;900;;7321;;61;;14-03-2016;14-03-2016
25;3;201509;1000;;8697;;16;;14-03-2016;14-03-2016
1;1;201509;970;;8404;;88;;14-03-2016;14-03-2016
1;2;201509;264;;5343;;60;;14-03-2016;14-03-2016
1;3;201509;344;;5005;;26;;14-03-2016;14-03-2016
2;1;201509;511;;9249;;92;;14-03-2016;14-03-2016
2;2;201509;189;;6993;;21;;14-03-2016;14-03-2016
2;3;201509;665;;4897;;52;;14-03-2016;14-03-2016
3;1;201509;480;;6018;;56;;14-03-2016;14-03-2016
3;2;201509;769;;9192;;13;;14-03-2016;14-03-2016
3;3;201509;630;;4575;;57;;14-03-2016;14-03-2016
20;1;201509;988;;9946;;59;;14-03-2016;14-03-2016
20;2;201509;719;;48;;7;;14-03-2016;14-03-2016
20;3;201509;588;;6089;;53;;14-03-2016;14-03-2016
21;1;201509;244;;8735;;98;;14-03-2016;14-03-2016
21;2;201509;253;;6134;;51;;14-03-2016;14-03-2016
21;3;201509;398;;1240;;11;;14-03-2016;14-03-2016
22;1;201509;324;;8072;;49;;14-03-2016;14-03-2016
22;2;201509;122;;1419;;89;;14-03-2016;14-03-2016
22;3;201509;264;;7223;;66;;14-03-2016;14-03-2016
23;1;201509;961;;9680;;79;;14-03-2016;14-03-2016
23;2;201509;519;;5876;;66;;14-03-2016;14-03-2016
23;3;201509;85;;3873;;75;;14-03-2016;14-03-2016
24;1;201509;189;;6579;;21;;14-03-2016;14-03-2016
24;2;201509;298;;47;;84;;14-03-2016;14-03-2016
24;3;201509;854;;196;;12;;14-03-2016;14-03-2016
4;1;201509;927;;4051;;84;;14-03-2016;14-03-2016
4;2;201509;905;;7354;;44;;14-03-2016;14-03-2016
4;3;201509;583;;7073;;81;;14-03-2016;14-03-2016
5;1;201509;631;;633;;68;;14-03-2016;14-03-2016
5;2;201509;384;;1751;;42;;14-03-2016;14-03-2016
5;3;201509;932;;2627;;31;;14-03-2016;14-03-2016
6;1;201509;565;;285;;69;;14-03-2016;14-03-2016
6;2;201509;510;;2566;;13;;14-03-2016;14-03-2016
6;3;201509;694;;2016;;86;;14-03-2016;14-03-2016
13;1;201509;985;;1815;;49;;14-03-2016;14-03-2016
13;2;201509;211;;7764;;74;;14-03-2016;14-03-2016
13;3;201509;805;;4449;;27;;14-03-2016;14-03-2016
14;1;201509;200;;7097;;84;;14-03-2016;14-03-2016
14;2;201509;476;;3661;;31;;14-03-2016;14-03-2016
14;3;201509;198;;2069;;93;;14-03-2016;14-03-2016
26;1;201509;678;;7561;;80;;14-03-2016;14-03-2016
26;2;201509;266;;3876;;82;;14-03-2016;14-03-2016
26;3;201509;532;;7832;;11;;14-03-2016;14-03-2016
27;1;201509;138;;3542;;63;;14-03-2016;14-03-2016
27;2;201509;95;;1294;;66;;14-03-2016;14-03-2016
27;3;201509;757;;2269;;18;;14-03-2016;14-03-2016
28;1;201509;87;;368;;26;;14-03-2016;14-03-2016
28;2;201509;864;;4186;;41;;14-03-2016;14-03-2016
28;3;201509;738;;8653;;17;;14-03-2016;14-03-2016
29;1;201509;262;;8474;;26;;14-03-2016;14-03-2016
29;2;201509;425;;3769;;77;;14-03-2016;14-03-2016
29;3;201509;942;;8338;;93;;14-03-2016;14-03-2016
30;1;201509;599;;6526;;30;;14-03-2016;14-03-2016
30;2;201509;329;;6558;;39;;14-03-2016;14-03-2016
30;3;201509;630;;1648;;40;;14-03-2016;14-03-2016
31;1;201509;5;;4281;;2;;14-03-2016;14-03-2016
31;2;201509;724;;191;;24;;14-03-2016;14-03-2016
31;3;201509;947;;4227;;5;;14-03-2016;14-03-2016
38;1;201509;962;;4037;;59;;14-03-2016;14-03-2016
38;2;201509;677;;983;;42;;14-03-2016;14-03-2016
38;3;201509;224;;9345;;70;;14-03-2016;14-03-2016
39;1;201509;582;;9516;;13;;14-03-2016;14-03-2016
39;2;201509;390;;9915;;23;;14-03-2016;14-03-2016
39;3;201509;898;;9697;;46;;14-03-2016;14-03-2016
40;1;201509;451;;5069;;62;;14-03-2016;14-03-2016
40;2;201509;671;;2140;;4;;14-03-2016;14-03-2016
40;3;201509;853;;8881;;60;;14-03-2016;14-03-2016
41;1;201509;701;;7281;;11;;14-03-2016;14-03-2016
41;2;201509;43;;1300;;70;;14-03-2016;14-03-2016
41;3;201509;410;;6292;;19;;14-03-2016;14-03-2016
42;1;201509;747;;7508;;96;;14-03-2016;14-03-2016
42;2;201509;845;;2593;;91;;14-03-2016;14-03-2016
42;3;201509;829;;9194;;70;;14-03-2016;14-03-2016
43;1;201509;270;;1965;;34;;14-03-2016;14-03-2016
43;2;201509;631;;3662;;64;;14-03-2016;14-03-2016
43;3;201509;527;;4208;;36;;14-03-2016;14-03-2016
35;3;201509;843;;6714;;1;;14-03-2016;14-03-2016
36;1;201509;442;;5946;;60;;14-03-2016;14-03-2016
36;2;201509;505;;8931;;45;;14-03-2016;14-03-2016
36;3;201509;90;;6018;;21;;14-03-2016;14-03-2016
37;1;201509;111;;8787;;55;;14-03-2016;14-03-2016
37;2;201509;898;;1858;;45;;14-03-2016;14-03-2016
37;3;201509;756;;2073;;40;;14-03-2016;14-03-2016
19;1;201509;235;;3997;;56;;14-03-2016;14-03-2016
19;2;201509;325;;9788;;56;;14-03-2016;14-03-2016
19;3;201509;397;;6132;;18;;14-03-2016;14-03-2016
45;1;201509;621;;9763;;94;;14-03-2016;14-03-2016
45;2;201509;638;;668;;73;;14-03-2016;14-03-2016
45;3;201509;580;;7784;;24;;14-03-2016;14-03-2016
46;1;201509;774;;7480;;84;;14-03-2016;14-03-2016
46;2;201509;887;;1726;;70;;14-03-2016;14-03-2016
46;3;201509;567;;7802;;67;;14-03-2016;14-03-2016
47;1;201509;620;;1937;;100;;14-03-2016;14-03-2016
47;2;201509;853;;1340;;9;;14-03-2016;14-03-2016
47;3;201509;745;;3620;;20;;14-03-2016;14-03-2016
48;1;201509;573;;2297;;93;;14-03-2016;14-03-2016
48;2;201509;774;;3917;;91;;14-03-2016;14-03-2016
48;3;201509;225;;4771;;67;;14-03-2016;14-03-2016
32;1;201509;224;;4089;;2;;14-03-2016;14-03-2016
32;2;201509;128;;9728;;97;;14-03-2016;14-03-2016
32;3;201509;769;;8461;;64;;14-03-2016;14-03-2016
33;1;201509;400;;657;;22;;14-03-2016;14-03-2016
33;2;201509;431;;2631;;1;;14-03-2016;14-03-2016
33;3;201509;513;;6400;;81;;14-03-2016;14-03-2016
34;1;201509;887;;6171;;95;;14-03-2016;14-03-2016
34;2;201509;780;;9938;;87;;14-03-2016;14-03-2016
34;3;201509;407;;9786;;11;;14-03-2016;14-03-2016
35;1;201509;87;;3977;;26;;14-03-2016;14-03-2016
35;2;201509;533;;2488;;7;;14-03-2016;14-03-2016
44;1;201509;730;;7535;;3;;14-03-2016;14-03-2016
44;2;201509;18;;8228;;35;;14-03-2016;14-03-2016
44;3;201509;199;;7132;;25;;14-03-2016;14-03-2016
15;2;201508;686;;7172;;52;;14-03-2016;14-03-2016
15;3;201508;286;;5146;;91;;14-03-2016;14-03-2016
16;1;201508;978;;6567;;70;;14-03-2016;14-03-2016
16;2;201508;29;;5260;;13;;14-03-2016;14-03-2016
16;3;201508;44;;2860;;69;;14-03-2016;14-03-2016
17;1;201508;137;;2820;;1;;14-03-2016;14-03-2016
17;2;201508;484;;9874;;36;;14-03-2016;14-03-2016
17;3;201508;818;;7291;;99;;14-03-2016;14-03-2016
18;1;201508;177;;125;;28;;14-03-2016;14-03-2016
18;2;201508;367;;5371;;75;;14-03-2016;14-03-2016
18;3;201508;413;;8326;;52;;14-03-2016;14-03-2016
7;1;201508;214;;2304;;60;;14-03-2016;14-03-2016
7;2;201508;92;;8151;;46;;14-03-2016;14-03-2016
7;3;201508;506;;5405;;62;;14-03-2016;14-03-2016
8;1;201508;218;;1642;;62;;14-03-2016;14-03-2016
8;2;201508;38;;8334;;19;;14-03-2016;14-03-2016
8;3;201508;125;;4408;;59;;14-03-2016;14-03-2016
9;1;201508;247;;1761;;76;;14-03-2016;14-03-2016
9;2;201508;658;;772;;15;;14-03-2016;14-03-2016
9;3;201508;326;;9673;;47;;14-03-2016;14-03-2016
10;1;201508;737;;5347;;28;;14-03-2016;14-03-2016
10;2;201508;705;;2731;;42;;14-03-2016;14-03-2016
10;3;201508;383;;2462;;0;;14-03-2016;14-03-2016
11;1;201508;246;;4409;;85;;14-03-2016;14-03-2016
11;2;201508;516;;6081;;73;;14-03-2016;14-03-2016
11;3;201508;299;;6781;;98;;14-03-2016;14-03-2016
12;1;201508;532;;3583;;91;;14-03-2016;14-03-2016
12;2;201508;64;;2013;;4;;14-03-2016;14-03-2016
12;3;201508;821;;5727;;85;;14-03-2016;14-03-2016
25;1;201508;49;;4351;;89;;14-03-2016;14-03-2016
25;2;201508;129;;898;;84;;14-03-2016;14-03-2016
25;3;201508;86;;2217;;38;;14-03-2016;14-03-2016
32;1;201508;344;;9820;;64;;14-03-2016;14-03-2016
1;1;201508;880;;2141;;15;;14-03-2016;14-03-2016
1;2;201508;113;;4019;;51;;14-03-2016;14-03-2016
1;3;201508;808;;2890;;61;;14-03-2016;14-03-2016
2;1;201508;41;;4236;;30;;14-03-2016;14-03-2016
2;2;201508;329;;6677;;65;;14-03-2016;14-03-2016
2;3;201508;497;;8537;;95;;14-03-2016;14-03-2016
3;1;201508;205;;7655;;7;;14-03-2016;14-03-2016
3;2;201508;208;;6300;;18;;14-03-2016;14-03-2016
3;3;201508;57;;7040;;0;;14-03-2016;14-03-2016
20;1;201508;885;;2950;;94;;14-03-2016;14-03-2016
20;2;201508;911;;4601;;16;;14-03-2016;14-03-2016
20;3;201508;104;;7778;;9;;14-03-2016;14-03-2016
21;1;201508;198;;6955;;70;;14-03-2016;14-03-2016
21;2;201508;756;;2384;;73;;14-03-2016;14-03-2016
21;3;201508;581;;3426;;3;;14-03-2016;14-03-2016
22;1;201508;64;;7838;;79;;14-03-2016;14-03-2016
22;2;201508;66;;1476;;76;;14-03-2016;14-03-2016
22;3;201508;998;;6408;;55;;14-03-2016;14-03-2016
23;1;201508;513;;532;;62;;14-03-2016;14-03-2016
23;2;201508;732;;7241;;81;;14-03-2016;14-03-2016
23;3;201508;361;;6006;;17;;14-03-2016;14-03-2016
24;1;201508;398;;7145;;97;;14-03-2016;14-03-2016
24;2;201508;586;;5599;;34;;14-03-2016;14-03-2016
24;3;201508;581;;5046;;65;;14-03-2016;14-03-2016
4;1;201508;3;;1830;;25;;14-03-2016;14-03-2016
4;2;201508;235;;745;;32;;14-03-2016;14-03-2016
4;3;201508;514;;5628;;58;;14-03-2016;14-03-2016
5;1;201508;892;;6271;;5;;14-03-2016;14-03-2016
5;2;201508;309;;3260;;34;;14-03-2016;14-03-2016
5;3;201508;275;;7984;;74;;14-03-2016;14-03-2016
6;1;201508;704;;8608;;49;;14-03-2016;14-03-2016
6;2;201508;139;;8042;;88;;14-03-2016;14-03-2016
6;3;201508;80;;455;;18;;14-03-2016;14-03-2016
13;1;201508;568;;5946;;19;;14-03-2016;14-03-2016
13;2;201508;6;;2210;;59;;14-03-2016;14-03-2016
13;3;201508;394;;9774;;54;;14-03-2016;14-03-2016
14;1;201508;770;;6506;;51;;14-03-2016;14-03-2016
14;2;201508;358;;7101;;62;;14-03-2016;14-03-2016
14;3;201508;402;;253;;0;;14-03-2016;14-03-2016
15;1;201508;43;;5734;;81;;14-03-2016;14-03-2016
26;1;201508;424;;7311;;64;;14-03-2016;14-03-2016
26;2;201508;342;;3041;;36;;14-03-2016;14-03-2016
26;3;201508;212;;3241;;11;;14-03-2016;14-03-2016
27;1;201508;591;;2805;;92;;14-03-2016;14-03-2016
27;2;201508;395;;6634;;66;;14-03-2016;14-03-2016
27;3;201508;102;;4452;;18;;14-03-2016;14-03-2016
28;1;201508;561;;6303;;67;;14-03-2016;14-03-2016
28;2;201508;216;;5309;;22;;14-03-2016;14-03-2016
28;3;201508;944;;1778;;28;;14-03-2016;14-03-2016
29;1;201508;288;;4264;;34;;14-03-2016;14-03-2016
29;2;201508;414;;9753;;37;;14-03-2016;14-03-2016
29;3;201508;749;;2997;;43;;14-03-2016;14-03-2016
30;1;201508;890;;5271;;55;;14-03-2016;14-03-2016
30;2;201508;471;;5030;;55;;14-03-2016;14-03-2016
30;3;201508;884;;1859;;45;;14-03-2016;14-03-2016
31;1;201508;314;;4557;;46;;14-03-2016;14-03-2016
31;2;201508;487;;5308;;20;;14-03-2016;14-03-2016
31;3;201508;906;;671;;76;;14-03-2016;14-03-2016
38;1;201508;907;;6443;;58;;14-03-2016;14-03-2016
38;2;201508;497;;7670;;56;;14-03-2016;14-03-2016
38;3;201508;768;;7823;;24;;14-03-2016;14-03-2016
39;1;201508;545;;4435;;82;;14-03-2016;14-03-2016
39;2;201508;202;;7340;;40;;14-03-2016;14-03-2016
39;3;201508;492;;792;;19;;14-03-2016;14-03-2016
40;1;201508;862;;9266;;98;;14-03-2016;14-03-2016
40;2;201508;923;;7462;;54;;14-03-2016;14-03-2016
40;3;201508;352;;5325;;49;;14-03-2016;14-03-2016
41;1;201508;904;;8935;;33;;14-03-2016;14-03-2016
41;2;201508;525;;3011;;85;;14-03-2016;14-03-2016
41;3;201508;660;;7874;;3;;14-03-2016;14-03-2016
42;1;201508;638;;9350;;66;;14-03-2016;14-03-2016
42;2;201508;422;;5721;;1;;14-03-2016;14-03-2016
42;3;201508;632;;3664;;89;;14-03-2016;14-03-2016
43;1;201508;733;;2862;;80;;14-03-2016;14-03-2016
43;2;201508;449;;4527;;81;;14-03-2016;14-03-2016
43;3;201508;266;;9908;;4;;14-03-2016;14-03-2016
36;1;201508;605;;8744;;79;;14-03-2016;14-03-2016
36;2;201508;448;;2372;;70;;14-03-2016;14-03-2016
36;3;201508;234;;8773;;18;;14-03-2016;14-03-2016
37;1;201508;253;;7764;;28;;14-03-2016;14-03-2016
37;2;201508;949;;9361;;75;;14-03-2016;14-03-2016
37;3;201508;978;;8285;;4;;14-03-2016;14-03-2016
19;1;201508;571;;2046;;81;;14-03-2016;14-03-2016
19;2;201508;819;;2876;;60;;14-03-2016;14-03-2016
19;3;201508;352;;1588;;76;;14-03-2016;14-03-2016
45;1;201508;521;;4462;;11;;14-03-2016;14-03-2016
45;2;201508;464;;6132;;21;;14-03-2016;14-03-2016
45;3;201508;528;;2083;;21;;14-03-2016;14-03-2016
46;1;201508;401;;741;;12;;14-03-2016;14-03-2016
46;2;201508;38;;8058;;33;;14-03-2016;14-03-2016
46;3;201508;926;;5951;;99;;14-03-2016;14-03-2016
47;1;201508;294;;1451;;18;;14-03-2016;14-03-2016
47;2;201508;705;;5350;;38;;14-03-2016;14-03-2016
47;3;201508;790;;6314;;80;;14-03-2016;14-03-2016
48;1;201508;805;;6571;;66;;14-03-2016;14-03-2016
48;2;201508;991;;5698;;96;;14-03-2016;14-03-2016
48;3;201508;443;;1970;;86;;14-03-2016;14-03-2016
32;2;201508;700;;1846;;25;;14-03-2016;14-03-2016
32;3;201508;123;;6464;;10;;14-03-2016;14-03-2016
33;1;201508;336;;4856;;80;;14-03-2016;14-03-2016
33;2;201508;866;;6673;;16;;14-03-2016;14-03-2016
33;3;201508;793;;4273;;91;;14-03-2016;14-03-2016
34;1;201508;430;;9496;;66;;14-03-2016;14-03-2016
34;2;201508;448;;7670;;41;;14-03-2016;14-03-2016
34;3;201508;201;;5592;;21;;14-03-2016;14-03-2016
35;1;201508;628;;5670;;54;;14-03-2016;14-03-2016
35;2;201508;132;;3135;;55;;14-03-2016;14-03-2016
35;3;201508;571;;6014;;19;;14-03-2016;14-03-2016
44;1;201508;536;;2847;;42;;14-03-2016;14-03-2016
44;2;201508;339;;1161;;80;;14-03-2016;14-03-2016
44;3;201508;416;;9796;;39;;14-03-2016;14-03-2016
16;1;201507;934;;8973;;57;;14-03-2016;14-03-2016
16;2;201507;897;;8570;;17;;14-03-2016;14-03-2016
16;3;201507;16;;6542;;77;;14-03-2016;14-03-2016
17;1;201507;157;;7113;;21;;14-03-2016;14-03-2016
17;2;201507;845;;6963;;44;;14-03-2016;14-03-2016
17;3;201507;680;;5758;;89;;14-03-2016;14-03-2016
18;1;201507;466;;1941;;52;;14-03-2016;14-03-2016
18;2;201507;750;;5027;;37;;14-03-2016;14-03-2016
18;3;201507;223;;1784;;47;;14-03-2016;14-03-2016
7;1;201507;722;;3200;;3;;14-03-2016;14-03-2016
7;2;201507;863;;6016;;70;;14-03-2016;14-03-2016
7;3;201507;883;;7602;;62;;14-03-2016;14-03-2016
8;1;201507;711;;3027;;13;;14-03-2016;14-03-2016
8;2;201507;435;;1649;;10;;14-03-2016;14-03-2016
8;3;201507;673;;3973;;3;;14-03-2016;14-03-2016
9;1;201507;364;;8527;;30;;14-03-2016;14-03-2016
9;2;201507;362;;6545;;50;;14-03-2016;14-03-2016
9;3;201507;426;;6778;;17;;14-03-2016;14-03-2016
10;1;201507;259;;1419;;66;;14-03-2016;14-03-2016
10;2;201507;945;;1907;;36;;14-03-2016;14-03-2016
10;3;201507;573;;1220;;87;;14-03-2016;14-03-2016
11;1;201507;138;;9808;;83;;14-03-2016;14-03-2016
11;2;201507;659;;5688;;42;;14-03-2016;14-03-2016
11;3;201507;701;;8435;;46;;14-03-2016;14-03-2016
12;1;201507;847;;8189;;77;;14-03-2016;14-03-2016
12;2;201507;607;;5535;;40;;14-03-2016;14-03-2016
12;3;201507;793;;8080;;39;;14-03-2016;14-03-2016
25;1;201507;264;;3411;;96;;14-03-2016;14-03-2016
25;2;201507;663;;8683;;8;;14-03-2016;14-03-2016
25;3;201507;613;;1535;;21;;14-03-2016;14-03-2016
32;1;201507;929;;6988;;54;;14-03-2016;14-03-2016
32;2;201507;906;;1318;;87;;14-03-2016;14-03-2016
32;3;201507;190;;9545;;43;;14-03-2016;14-03-2016
1;1;201507;71;;7814;;64;;14-03-2016;14-03-2016
1;2;201507;998;;3448;;59;;14-03-2016;14-03-2016
1;3;201507;120;;998;;14;;14-03-2016;14-03-2016
2;1;201507;439;;9658;;19;;14-03-2016;14-03-2016
2;2;201507;699;;8313;;99;;14-03-2016;14-03-2016
2;3;201507;355;;9222;;0;;14-03-2016;14-03-2016
3;1;201507;587;;5099;;71;;14-03-2016;14-03-2016
3;2;201507;508;;6178;;13;;14-03-2016;14-03-2016
3;3;201507;341;;8448;;53;;14-03-2016;14-03-2016
20;1;201507;565;;2300;;57;;14-03-2016;14-03-2016
20;2;201507;439;;1403;;5;;14-03-2016;14-03-2016
20;3;201507;878;;6290;;77;;14-03-2016;14-03-2016
21;1;201507;908;;4919;;6;;14-03-2016;14-03-2016
21;2;201507;412;;8749;;62;;14-03-2016;14-03-2016
21;3;201507;53;;8005;;13;;14-03-2016;14-03-2016
22;1;201507;988;;7262;;65;;14-03-2016;14-03-2016
22;2;201507;778;;2106;;80;;14-03-2016;14-03-2016
22;3;201507;385;;2605;;48;;14-03-2016;14-03-2016
23;1;201507;474;;8882;;65;;14-03-2016;14-03-2016
23;2;201507;770;;1340;;55;;14-03-2016;14-03-2016
23;3;201507;588;;4361;;4;;14-03-2016;14-03-2016
24;1;201507;180;;9046;;19;;14-03-2016;14-03-2016
24;2;201507;702;;7479;;52;;14-03-2016;14-03-2016
24;3;201507;543;;5083;;64;;14-03-2016;14-03-2016
4;1;201507;581;;9385;;13;;14-03-2016;14-03-2016
4;2;201507;683;;6753;;8;;14-03-2016;14-03-2016
4;3;201507;885;;6183;;35;;14-03-2016;14-03-2016
5;1;201507;735;;5734;;56;;14-03-2016;14-03-2016
5;2;201507;579;;6070;;89;;14-03-2016;14-03-2016
5;3;201507;351;;8584;;97;;14-03-2016;14-03-2016
6;1;201507;577;;1281;;49;;14-03-2016;14-03-2016
6;2;201507;902;;2147;;14;;14-03-2016;14-03-2016
6;3;201507;211;;4186;;30;;14-03-2016;14-03-2016
13;1;201507;400;;3961;;17;;14-03-2016;14-03-2016
13;2;201507;149;;6141;;49;;14-03-2016;14-03-2016
13;3;201507;834;;6054;;84;;14-03-2016;14-03-2016
14;1;201507;596;;5704;;89;;14-03-2016;14-03-2016
14;2;201507;672;;2506;;11;;14-03-2016;14-03-2016
14;3;201507;271;;2191;;98;;14-03-2016;14-03-2016
15;1;201507;301;;7620;;93;;14-03-2016;14-03-2016
15;2;201507;33;;2278;;79;;14-03-2016;14-03-2016
15;3;201507;624;;9618;;60;;14-03-2016;14-03-2016
26;1;201507;497;;642;;4;;14-03-2016;14-03-2016
26;2;201507;338;;672;;48;;14-03-2016;14-03-2016
26;3;201507;265;;5595;;20;;14-03-2016;14-03-2016
27;1;201507;958;;1227;;37;;14-03-2016;14-03-2016
27;2;201507;699;;403;;88;;14-03-2016;14-03-2016
27;3;201507;637;;7395;;66;;14-03-2016;14-03-2016
